Id,Type,Name,Description,IsActive,IntValue,StringValue,Latitude,Longitude,ParentId
19854,BRA,Bandaikhara,NULL,1,NULL,NULL,NULL,NULL,18435
19855,BRA,Deluabari,NULL,1,NULL,NULL,NULL,NULL,18435
19856,BRA,Gabtoli,NULL,1,NULL,NULL,NULL,NULL,18435
19857,BRA,Jotbazar,NULL,1,NULL,NULL,NULL,NULL,18435
19858,BRA,Kalikapur,NULL,1,NULL,NULL,NULL,NULL,18435
19859,BRA,Manda,NULL,1,NULL,NULL,NULL,NULL,18435
19860,BRA,Pajorbhanga,NULL,1,NULL,NULL,NULL,NULL,18435
19861,BRA,Shabaihat,NULL,1,NULL,NULL,NULL,NULL,18435
19862,BRA,Bagdob/Mohadebpur,NULL,1,NULL,NULL,NULL,NULL,18436
19863,BRA,Chatra Bazar,NULL,1,NULL,NULL,NULL,NULL,18436
19864,BRA,Gagonpur/Patnitola,NULL,1,NULL,NULL,NULL,NULL,18436
19865,BRA,Mohadebpur,NULL,1,NULL,NULL,NULL,NULL,18436
19866,BRA,Mohadebpur Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18436
19867,BRA,Patnitola,NULL,1,NULL,NULL,NULL,NULL,18436
19868,BRA,Potnitala-2,NULL,1,NULL,NULL,NULL,NULL,18436
19869,BRA,Shibpur (P),NULL,1,NULL,NULL,NULL,NULL,18436
19870,BRA,Shisa Bazar,NULL,1,NULL,NULL,NULL,NULL,18436
19871,BRA,Dubolhati,NULL,1,NULL,NULL,NULL,NULL,18437
19872,BRA,Hasaigari,NULL,1,NULL,NULL,NULL,NULL,18437
19873,BRA,Mainom,NULL,1,NULL,NULL,NULL,NULL,18437
19874,BRA,Naogaon Bazar Shakha,NULL,1,NULL,NULL,NULL,NULL,18437
19875,BRA,Naogaon Sadar,NULL,1,NULL,NULL,NULL,NULL,18437
19876,BRA,Naogaon Urban,NULL,1,NULL,NULL,NULL,NULL,18437
19877,BRA,Polashbari,NULL,1,NULL,NULL,NULL,NULL,18437
19878,BRA,Saraswatipur,NULL,1,NULL,NULL,NULL,NULL,18437
19879,BRA,Aghor,NULL,1,NULL,NULL,NULL,NULL,18438
19880,BRA,Dighirhat,NULL,1,NULL,NULL,NULL,NULL,18438
19881,BRA,Gangor Bazar,NULL,1,NULL,NULL,NULL,NULL,18438
19882,BRA,Gujisahar,NULL,1,NULL,NULL,NULL,NULL,18438
19883,BRA,Kaloni Bazar,NULL,1,NULL,NULL,NULL,NULL,18438
19884,BRA,Niamotpur,NULL,1,NULL,NULL,NULL,NULL,18438
19885,BRA,Porsha,NULL,1,NULL,NULL,NULL,NULL,18438
19886,BRA,Shibpurhat,NULL,1,NULL,NULL,NULL,NULL,18438
19887,BRA,TLB Bazar,NULL,1,NULL,NULL,NULL,NULL,18438
19888,BRA,Abadpukur,NULL,1,NULL,NULL,NULL,NULL,18439
19889,BRA,Atrai,NULL,1,NULL,NULL,NULL,NULL,18439
19890,BRA,Atrai Bazar Shkha,NULL,1,NULL,NULL,NULL,NULL,18439
19891,BRA,Betgari,NULL,1,NULL,NULL,NULL,NULL,18439
19892,BRA,Potishar,NULL,1,NULL,NULL,NULL,NULL,18439
19893,BRA,Raninagar,NULL,1,NULL,NULL,NULL,NULL,18439
19894,BRA,Shomaspara,NULL,1,NULL,NULL,NULL,NULL,18439
19895,BRA,Shutkigacha,NULL,1,NULL,NULL,NULL,NULL,18439
19896,BRA,Badargonj,NULL,1,NULL,NULL,NULL,NULL,18440
19897,BRA,Bichibarirbazar,NULL,1,NULL,NULL,NULL,NULL,18440
19898,BRA,Laldighi,NULL,1,NULL,NULL,NULL,NULL,18440
19899,BRA,Nazirhat,NULL,1,NULL,NULL,NULL,NULL,18440
19900,BRA,Padagonj,NULL,1,NULL,NULL,NULL,NULL,18440
19901,BRA,Panbazar,NULL,1,NULL,NULL,NULL,NULL,18440
19902,BRA,Shampur,NULL,1,NULL,NULL,NULL,NULL,18440
19903,BRA,Shekerhat,NULL,1,NULL,NULL,NULL,NULL,18440
19904,BRA,Alambiditor,NULL,1,NULL,NULL,NULL,NULL,18441
19905,BRA,Burirhat Firm,NULL,1,NULL,NULL,NULL,NULL,18441
19906,BRA,Dhap,NULL,1,NULL,NULL,NULL,NULL,18441
19907,BRA,Gangachara,NULL,1,NULL,NULL,NULL,NULL,18441
19908,BRA,Gojoghanta,NULL,1,NULL,NULL,NULL,NULL,18441
19909,BRA,Hazirhat,NULL,1,NULL,NULL,NULL,NULL,18441
19910,BRA,Jalkor,NULL,1,NULL,NULL,NULL,NULL,18441
19911,BRA,Monthona,NULL,1,NULL,NULL,NULL,NULL,18441
19912,BRA,Bangabondhu Bazar,NULL,1,NULL,NULL,NULL,NULL,18442
19913,BRA,Chapanibazar,NULL,1,NULL,NULL,NULL,NULL,18442
19914,BRA,Dalia,NULL,1,NULL,NULL,NULL,NULL,18442
19915,BRA,Jaldhaka,NULL,1,NULL,NULL,NULL,NULL,18442
19916,BRA,Jaldhaka Urban,NULL,1,NULL,NULL,NULL,NULL,18442
19917,BRA,Koimari,NULL,1,NULL,NULL,NULL,NULL,18442
19918,BRA,Mirgonj,NULL,1,NULL,NULL,NULL,NULL,18442
19919,BRA,Barovita,NULL,1,NULL,NULL,NULL,NULL,18443
19920,BRA,Beltoli Bazar,NULL,1,NULL,NULL,NULL,NULL,18443
19921,BRA,Garagram,NULL,1,NULL,NULL,NULL,NULL,18443
19922,BRA,Kishoregonj,NULL,1,NULL,NULL,NULL,NULL,18443
19923,BRA,Panchapukur,NULL,1,NULL,NULL,NULL,NULL,18443
19924,BRA,Pararhat,NULL,1,NULL,NULL,NULL,NULL,18443
19925,BRA,Tenganmari,NULL,1,NULL,NULL,NULL,NULL,18443
19926,BRA,Bairatihat,NULL,1,NULL,NULL,NULL,NULL,18444
19927,BRA,Balarhat,NULL,1,NULL,NULL,NULL,NULL,18444
19928,BRA,Boiragigonj,NULL,1,NULL,NULL,NULL,NULL,18444
19929,BRA,Dhaperhat,NULL,1,NULL,NULL,NULL,NULL,18444
19930,BRA,Jaigirhat,NULL,1,NULL,NULL,NULL,NULL,18444
19931,BRA,Mithapukur,NULL,1,NULL,NULL,NULL,NULL,18444
19932,BRA,Vangni,NULL,1,NULL,NULL,NULL,NULL,18444
19933,BRA,Charaikhola,NULL,1,NULL,NULL,NULL,NULL,18445
19934,BRA,Chowrabazar,NULL,1,NULL,NULL,NULL,NULL,18445
19935,BRA,Darwani Station,NULL,1,NULL,NULL,NULL,NULL,18445
19936,BRA,Halirbazar,NULL,1,NULL,NULL,NULL,NULL,18445
19937,BRA,Nilphamari Sadar,NULL,1,NULL,NULL,NULL,NULL,18445
19938,BRA,Nilsagar,NULL,1,NULL,NULL,NULL,NULL,18445
19939,BRA,Ramgonj,NULL,1,NULL,NULL,NULL,NULL,18445
19940,BRA,Baluamasumpur,NULL,1,NULL,NULL,NULL,NULL,18446
19941,BRA,Borodargha,NULL,1,NULL,NULL,NULL,NULL,18446
19942,BRA,Chatra,NULL,1,NULL,NULL,NULL,NULL,18446
19943,BRA,Gopalpur,NULL,1,NULL,NULL,NULL,NULL,18446
19944,BRA,Pirgonj,NULL,1,NULL,NULL,NULL,NULL,18446
19945,BRA,Sukurerhat,NULL,1,NULL,NULL,NULL,NULL,18446
19946,BRA,Vendabari,NULL,1,NULL,NULL,NULL,NULL,18446
19947,BRA,BLC Rangpur,NULL,1,NULL,NULL,NULL,NULL,18447
19948,BRA,Darshona,NULL,1,NULL,NULL,NULL,NULL,18447
19949,BRA,Kamal Kashna,NULL,1,NULL,NULL,NULL,NULL,18447
19950,BRA,Mahigonj,NULL,1,NULL,NULL,NULL,NULL,18447
19951,BRA,Poura Bazar,NULL,1,NULL,NULL,NULL,NULL,18447
19952,BRA,Rangpur Sadar,NULL,1,NULL,NULL,NULL,NULL,18447
19953,BRA,Satgara,NULL,1,NULL,NULL,NULL,NULL,18447
19954,BRA,Shapla Chattar,NULL,1,NULL,NULL,NULL,NULL,18447
19955,BRA,UDP Rangpur,NULL,1,NULL,NULL,NULL,NULL,18447
19956,BRA,Betgari,NULL,1,NULL,NULL,NULL,NULL,18448
19957,BRA,Chicklirbazar,NULL,1,NULL,NULL,NULL,NULL,18448
19958,BRA,Damdorpur,NULL,1,NULL,NULL,NULL,NULL,18448
19959,BRA,Ekorchali,NULL,1,NULL,NULL,NULL,NULL,18448
19960,BRA,Paglapir,NULL,1,NULL,NULL,NULL,NULL,18448
19961,BRA,Sentarerhat,NULL,1,NULL,NULL,NULL,NULL,18448
19962,BRA,Taragonj,NULL,1,NULL,NULL,NULL,NULL,18448
19963,BRA,Akhanagar,NULL,1,NULL,NULL,NULL,NULL,18449
19964,BRA,Atwari,NULL,1,NULL,NULL,NULL,NULL,18449
19965,BRA,Baliadangi,NULL,1,NULL,NULL,NULL,NULL,18449
19966,BRA,Khochabari,NULL,1,NULL,NULL,NULL,NULL,18449
19967,BRA,Lahiri,NULL,1,NULL,NULL,NULL,NULL,18449
19968,BRA,Mirzapur,NULL,1,NULL,NULL,NULL,NULL,18449
19969,BRA,Rakhaldebi,NULL,1,NULL,NULL,NULL,NULL,18449
19970,BRA,Ruhia,NULL,1,NULL,NULL,NULL,NULL,18449
19971,BRA,Birgonj,NULL,1,NULL,NULL,NULL,NULL,18450
19972,BRA,Birgonj (MO),NULL,1,NULL,NULL,NULL,NULL,18450
19973,BRA,Delua,NULL,1,NULL,NULL,NULL,NULL,18450
19974,BRA,Golapgonj,NULL,1,NULL,NULL,NULL,NULL,18450
19975,BRA,Prannagar,NULL,1,NULL,NULL,NULL,NULL,18450
19976,BRA,Sonka Bazar,NULL,1,NULL,NULL,NULL,NULL,18450
19977,BRA,Tinchengier,NULL,1,NULL,NULL,NULL,NULL,18450
19978,BRA,Bhully,NULL,1,NULL,NULL,NULL,NULL,18451
19979,BRA,Boda,NULL,1,NULL,NULL,NULL,NULL,18451
19980,BRA,Goreya,NULL,1,NULL,NULL,NULL,NULL,18451
19981,BRA,Jathibhanga,NULL,1,NULL,NULL,NULL,NULL,18451
19982,BRA,Mondolerhat,NULL,1,NULL,NULL,NULL,NULL,18451
19983,BRA,Panchagor Urban,NULL,1,NULL,NULL,NULL,NULL,18451
19984,BRA,"Salandar ",NULL,1,NULL,NULL,NULL,NULL,18451
19985,BRA,Shikarpur,NULL,1,NULL,NULL,NULL,NULL,18451
19986,BRA,Bhaulagonj,NULL,1,NULL,NULL,NULL,NULL,18452
19987,BRA,Clubgonj Bazar,NULL,1,NULL,NULL,NULL,NULL,18452
19988,BRA,Debigonj,NULL,1,NULL,NULL,NULL,NULL,18452
19989,BRA,Fulbari,NULL,1,NULL,NULL,NULL,NULL,18452
19990,BRA,Sakowa,NULL,1,NULL,NULL,NULL,NULL,18452
19991,BRA,Sonahar,NULL,1,NULL,NULL,NULL,NULL,18452
19992,BRA,Tunirhat,NULL,1,NULL,NULL,NULL,NULL,18452
19993,BRA,Dangerhat,NULL,1,NULL,NULL,NULL,NULL,18453
19994,BRA,Dimla,NULL,1,NULL,NULL,NULL,NULL,18453
19995,BRA,Dimla Urban,NULL,1,NULL,NULL,NULL,NULL,18453
19996,BRA,Gomnati,NULL,1,NULL,NULL,NULL,NULL,18453
19997,BRA,Koloni Bazar,NULL,1,NULL,NULL,NULL,NULL,18453
19998,BRA,Nawtara,NULL,1,NULL,NULL,NULL,NULL,18453
19999,BRA,Thakurgonj,NULL,1,NULL,NULL,NULL,NULL,18453
20000,BRA,Bosuniarhat,NULL,1,NULL,NULL,NULL,NULL,18454
20001,BRA,Chilahati,NULL,1,NULL,NULL,NULL,NULL,18454
20002,BRA,Dharonigonj,NULL,1,NULL,NULL,NULL,NULL,18454
20003,BRA,Domar,NULL,1,NULL,NULL,NULL,NULL,18454
20004,BRA,Mirzagonj,NULL,1,NULL,NULL,NULL,NULL,18454
20005,BRA,Pankha,NULL,1,NULL,NULL,NULL,NULL,18454
20006,BRA,Shapon Bazar,NULL,1,NULL,NULL,NULL,NULL,18454
20007,BRA,Bakultola,NULL,1,NULL,NULL,NULL,NULL,18455
20008,BRA,Bochagonj,NULL,1,NULL,NULL,NULL,NULL,18455
20009,BRA,Dosmile,NULL,1,NULL,NULL,NULL,NULL,18455
20010,BRA,Hatrampur,NULL,1,NULL,NULL,NULL,NULL,18455
20011,BRA,Kaharol,NULL,1,NULL,NULL,NULL,NULL,18455
20012,BRA,Kamorhat,NULL,1,NULL,NULL,NULL,NULL,18455
20013,BRA,Kantonagar,NULL,1,NULL,NULL,NULL,NULL,18455
20014,BRA,Bhajonpur,NULL,1,NULL,NULL,NULL,NULL,18456
20015,BRA,Jogdal,NULL,1,NULL,NULL,NULL,NULL,18456
20016,BRA,Panchagor (MO),NULL,1,NULL,NULL,NULL,NULL,18456
20017,BRA,Panchagor Sadar,NULL,1,NULL,NULL,NULL,NULL,18456
20018,BRA,Shalbahan,NULL,1,NULL,NULL,NULL,NULL,18456
20019,BRA,Shepaipara,NULL,1,NULL,NULL,NULL,NULL,18456
20020,BRA,Tetulia,NULL,1,NULL,NULL,NULL,NULL,18456
20021,BRA,Borchuna,NULL,1,NULL,NULL,NULL,NULL,18457
20022,BRA,Chowrangi,NULL,1,NULL,NULL,NULL,NULL,18457
20023,BRA,Haripur,NULL,1,NULL,NULL,NULL,NULL,18457
20024,BRA,Jadurani,NULL,1,NULL,NULL,NULL,NULL,18457
20025,BRA,Kathihar,NULL,1,NULL,NULL,NULL,NULL,18457
20026,BRA,Nekmorod,NULL,1,NULL,NULL,NULL,NULL,18457
20027,BRA,Ranisankail,NULL,1,NULL,NULL,NULL,NULL,18457
20028,BRA,Boro Khochabari,NULL,1,NULL,NULL,NULL,NULL,18458
20029,BRA,Farabari,NULL,1,NULL,NULL,NULL,NULL,18458
20030,BRA,Lohagora,NULL,1,NULL,NULL,NULL,NULL,18458
20031,BRA,Pirgonj,NULL,1,NULL,NULL,NULL,NULL,18458
20032,BRA,Shibgonj,NULL,1,NULL,NULL,NULL,NULL,18458
20033,BRA,Thakurgaon Sadar,NULL,1,NULL,NULL,NULL,NULL,18458
20034,BRA,Thakurgaon Urban,NULL,1,NULL,NULL,NULL,NULL,18458
20035,BRA,Avaynagor,NULL,1,NULL,NULL,NULL,NULL,18459
20036,BRA,Bagharpara,NULL,1,NULL,NULL,NULL,NULL,18459
20037,BRA,Basundia,NULL,1,NULL,NULL,NULL,NULL,18459
20038,BRA,Dhalgram,NULL,1,NULL,NULL,NULL,NULL,18459
20039,BRA,Gobra Bazar,NULL,1,NULL,NULL,NULL,NULL,18459
20040,BRA,Singari,NULL,1,NULL,NULL,NULL,NULL,18459
20041,BRA,"Chowgacha ",NULL,1,NULL,NULL,NULL,NULL,18460
20042,BRA,Chowgacha BMO,NULL,1,NULL,NULL,NULL,NULL,18460
20043,BRA,Churamonkathi,NULL,1,NULL,NULL,NULL,NULL,18460
20044,BRA,Chutipur,NULL,1,NULL,NULL,NULL,NULL,18460
20045,BRA,Purapara,NULL,1,NULL,NULL,NULL,NULL,18460
20046,BRA,Salua Bazar,NULL,1,NULL,NULL,NULL,NULL,18460
20047,BRA,BLC Jashore,NULL,1,NULL,NULL,NULL,NULL,18461
20048,BRA,Hashimpur,NULL,1,NULL,NULL,NULL,NULL,18461
20049,BRA,Jashore Sadar,NULL,1,NULL,NULL,NULL,NULL,18461
20050,BRA,Jashore Urban,NULL,1,NULL,NULL,NULL,NULL,18461
20051,BRA,Patengali,NULL,1,NULL,NULL,NULL,NULL,18461
20052,BRA,Pulerhat,NULL,1,NULL,NULL,NULL,NULL,18461
20053,BRA,Rupdia,NULL,1,NULL,NULL,NULL,NULL,18461
20054,BRA,Bankra,NULL,1,NULL,NULL,NULL,NULL,18462
20055,BRA,Benapole,NULL,1,NULL,NULL,NULL,NULL,18462
20056,BRA,Goga,NULL,1,NULL,NULL,NULL,NULL,18462
20057,BRA,Gorpara,NULL,1,NULL,NULL,NULL,NULL,18462
20058,BRA,Jhikargacha,NULL,1,NULL,NULL,NULL,NULL,18462
20059,BRA,Navaran,NULL,1,NULL,NULL,NULL,NULL,18462
20060,BRA,Sharsha,NULL,1,NULL,NULL,NULL,NULL,18462
20061,BRA,Bashgram,NULL,1,NULL,NULL,NULL,NULL,18463
20062,BRA,Bordia,NULL,1,NULL,NULL,NULL,NULL,18463
20063,BRA,Gazirhat,NULL,1,NULL,NULL,NULL,NULL,18463
20064,BRA,Jamrildanga,NULL,1,NULL,NULL,NULL,NULL,18463
20065,BRA,Jogania,NULL,1,NULL,NULL,NULL,NULL,18463
20066,BRA,Joynagar,NULL,1,NULL,NULL,NULL,NULL,18463
20067,BRA,Kalabaria,NULL,1,NULL,NULL,NULL,NULL,18463
20068,BRA,Kalia,NULL,1,NULL,NULL,NULL,NULL,18463
20069,BRA,Mauli,NULL,1,NULL,NULL,NULL,NULL,18463
20070,BRA,Piruli Bazar,NULL,1,NULL,NULL,NULL,NULL,18463
20071,BRA,Bagachra,NULL,1,NULL,NULL,NULL,NULL,18464
20072,BRA,Baliadanga,NULL,1,NULL,NULL,NULL,NULL,18464
20073,BRA,Kazirhat,NULL,1,NULL,NULL,NULL,NULL,18464
20074,BRA,Khoddbazar,NULL,1,NULL,NULL,NULL,NULL,18464
20075,BRA,Kolaroa,NULL,1,NULL,NULL,NULL,NULL,18464
20076,BRA,Saroskathi,NULL,1,NULL,NULL,NULL,NULL,18464
20077,BRA,Sonabaria,NULL,1,NULL,NULL,NULL,NULL,18464
20078,BRA,Goaldah,NULL,1,NULL,NULL,NULL,NULL,18465
20079,BRA,Keshabpur,NULL,1,NULL,NULL,NULL,NULL,18465
20080,BRA,Monirampur,NULL,1,NULL,NULL,NULL,NULL,18465
20081,BRA,Nehalpur,NULL,1,NULL,NULL,NULL,NULL,18465
20082,BRA,Panzia,NULL,1,NULL,NULL,NULL,NULL,18465
20083,BRA,Rajgonj,NULL,1,NULL,NULL,NULL,NULL,18465
20084,BRA,Sagordari,NULL,1,NULL,NULL,NULL,NULL,18465
20085,BRA,Dattapara,NULL,1,NULL,NULL,NULL,NULL,18466
20086,BRA,Itna,NULL,1,NULL,NULL,NULL,NULL,18466
20087,BRA,Lahuria,NULL,1,NULL,NULL,NULL,NULL,18466
20088,BRA,Lohagara,NULL,1,NULL,NULL,NULL,NULL,18466
20089,BRA,Maijpara,NULL,1,NULL,NULL,NULL,NULL,18466
20090,BRA,Manikgonj Bazar,NULL,1,NULL,NULL,NULL,NULL,18466
20091,BRA,Naldi,NULL,1,NULL,NULL,NULL,NULL,18466
20092,BRA,Narail,NULL,1,NULL,NULL,NULL,NULL,18466
20093,BRA,Tularampur,NULL,1,NULL,NULL,NULL,NULL,18466
20094,BRA,Bunagati,NULL,1,NULL,NULL,NULL,NULL,18467
20095,BRA,Hazrahati,NULL,1,NULL,NULL,NULL,NULL,18467
20096,BRA,Khajura,NULL,1,NULL,NULL,NULL,NULL,18467
20097,BRA,Laxmipur,NULL,1,NULL,NULL,NULL,NULL,18467
20098,BRA,Moghi,NULL,1,NULL,NULL,NULL,NULL,18467
20099,BRA,Narkelbaria,NULL,1,NULL,NULL,NULL,NULL,18467
20100,BRA,Shalikha,NULL,1,NULL,NULL,NULL,NULL,18467
20101,BRA,Singra,NULL,1,NULL,NULL,NULL,NULL,18467
20102,BRA,Andulbariya,NULL,1,NULL,NULL,NULL,NULL,18468
20103,BRA,Bhogirathpur,NULL,1,NULL,NULL,NULL,NULL,18468
20104,BRA,Damurhuda,NULL,1,NULL,NULL,NULL,NULL,18468
20105,BRA,Damurhuda(Programe),NULL,1,NULL,NULL,NULL,NULL,18468
20106,BRA,Darsona,NULL,1,NULL,NULL,NULL,NULL,18468
20107,BRA,Kalabari,NULL,1,NULL,NULL,NULL,NULL,18468
20108,BRA,Karpasdanga,NULL,1,NULL,NULL,NULL,NULL,18468
20109,BRA,Kuralgachi,NULL,1,NULL,NULL,NULL,NULL,18468
20110,BRA,Uthali,NULL,1,NULL,NULL,NULL,NULL,18468
20111,BRA,Dakbangla,NULL,1,NULL,NULL,NULL,NULL,18469
20112,BRA,Holidhani,NULL,1,NULL,NULL,NULL,NULL,18469
20113,BRA,Horinakundu,NULL,1,NULL,NULL,NULL,NULL,18469
20114,BRA,Horinakundu (Programe),NULL,1,NULL,NULL,NULL,NULL,18469
20115,BRA,Jhenaidah sadar,NULL,1,NULL,NULL,NULL,NULL,18469
20116,BRA,Jhenaidah sadar (Programe),NULL,1,NULL,NULL,NULL,NULL,18469
20117,BRA,Kulbaria,NULL,1,NULL,NULL,NULL,NULL,18469
20118,BRA,Modhupur,NULL,1,NULL,NULL,NULL,NULL,18469
20119,BRA,Shakaridaho,NULL,1,NULL,NULL,NULL,NULL,18469
20120,BRA,Vatoy Bazar,NULL,1,NULL,NULL,NULL,NULL,18469
20121,BRA,Baniabaha,NULL,1,NULL,NULL,NULL,NULL,18470
20122,BRA,Barobazar,NULL,1,NULL,NULL,NULL,NULL,18470
20123,BRA,Bishoykhali,NULL,1,NULL,NULL,NULL,NULL,18470
20124,BRA,"Chaprail ",NULL,1,NULL,NULL,NULL,NULL,18470
20125,BRA,Gannabazar,NULL,1,NULL,NULL,NULL,NULL,18470
20126,BRA,Kaligonj (MF),NULL,1,NULL,NULL,NULL,NULL,18470
20127,BRA,Kaligonj (Program),NULL,1,NULL,NULL,NULL,NULL,18470
20128,BRA,Kola,NULL,1,NULL,NULL,NULL,NULL,18470
20129,BRA,Narkelbaria,NULL,1,NULL,NULL,NULL,NULL,18470
20130,BRA,Baliadanga,NULL,1,NULL,NULL,NULL,NULL,18471
20131,BRA,Bazargopalpur,NULL,1,NULL,NULL,NULL,NULL,18471
20132,BRA,Gurdah,NULL,1,NULL,NULL,NULL,NULL,18471
20133,BRA,Jibannagar,NULL,1,NULL,NULL,NULL,NULL,18471
20134,BRA,Jibannagar( Programe),NULL,1,NULL,NULL,NULL,NULL,18471
20135,BRA,Khalishpur,NULL,1,NULL,NULL,NULL,NULL,18471
20136,BRA,Kotchandpur,NULL,1,NULL,NULL,NULL,NULL,18471
20137,BRA,Kotchandpur (Programe),NULL,1,NULL,NULL,NULL,NULL,18471
20138,BRA,Sabderpur,NULL,1,NULL,NULL,NULL,NULL,18471
20139,BRA,Dariapur,NULL,1,NULL,NULL,NULL,NULL,18472
20140,BRA,Hatgopalpur,NULL,1,NULL,NULL,NULL,NULL,18472
20141,BRA,Ishakhada,NULL,1,NULL,NULL,NULL,NULL,18472
20142,BRA,Langolbad,NULL,1,NULL,NULL,NULL,NULL,18472
20143,BRA,Magura Sadar,NULL,1,NULL,NULL,NULL,NULL,18472
20144,BRA,Magura Sadar ( Programe),NULL,1,NULL,NULL,NULL,NULL,18472
20145,BRA,Nakol,NULL,1,NULL,NULL,NULL,NULL,18472
20146,BRA,Sreepur,NULL,1,NULL,NULL,NULL,NULL,18472
20147,BRA,Sreepur (Programe),NULL,1,NULL,NULL,NULL,NULL,18472
20148,BRA,Tikervila,NULL,1,NULL,NULL,NULL,NULL,18472
20149,BRA,Binodpur,NULL,1,NULL,NULL,NULL,NULL,18473
20150,BRA,Dangapara,NULL,1,NULL,NULL,NULL,NULL,18473
20151,BRA,"Dumursia ",NULL,1,NULL,NULL,NULL,NULL,18473
20152,BRA,Mohammadpur(MF),NULL,1,NULL,NULL,NULL,NULL,18473
20153,BRA,Mohammadpur(Programe),NULL,1,NULL,NULL,NULL,NULL,18473
20154,BRA,Nagra,NULL,1,NULL,NULL,NULL,NULL,18473
20155,BRA,Nowhata,NULL,1,NULL,NULL,NULL,NULL,18473
20156,BRA,Shattrajitpur,NULL,1,NULL,NULL,NULL,NULL,18473
20157,BRA,Bhairaba,NULL,1,NULL,NULL,NULL,NULL,18474
20158,BRA,Ghugri,NULL,1,NULL,NULL,NULL,NULL,18474
20159,BRA,Jadabpur,NULL,1,NULL,NULL,NULL,NULL,18474
20160,BRA,Jaluli Bazar,NULL,1,NULL,NULL,NULL,NULL,18474
20161,BRA,Moheshpur,NULL,1,NULL,NULL,NULL,NULL,18474
20162,BRA,Moheshpur (Programe),NULL,1,NULL,NULL,NULL,NULL,18474
20163,BRA,Samanta Bazar,NULL,1,NULL,NULL,NULL,NULL,18474
20164,BRA,Sazia Bazar,NULL,1,NULL,NULL,NULL,NULL,18474
20165,BRA,Shamkur,NULL,1,NULL,NULL,NULL,NULL,18474
20166,BRA,Zinnanagar,NULL,1,NULL,NULL,NULL,NULL,18474
20167,BRA,Charpara,NULL,1,NULL,NULL,NULL,NULL,18475
20168,BRA,Garagonj,NULL,1,NULL,NULL,NULL,NULL,18475
20169,BRA,Hatfazilpur,NULL,1,NULL,NULL,NULL,NULL,18475
20170,BRA,"Joradaha ",NULL,1,NULL,NULL,NULL,NULL,18475
20171,BRA,Katlagari,NULL,1,NULL,NULL,NULL,NULL,18475
20172,BRA,Khulumbari,NULL,1,NULL,NULL,NULL,NULL,18475
20173,BRA,Kobirpur,NULL,1,NULL,NULL,NULL,NULL,18475
20174,BRA,Sheikpara,NULL,1,NULL,NULL,NULL,NULL,18475
20175,BRA,Shoilakupa,NULL,1,NULL,NULL,NULL,NULL,18475
20176,BRA,Shoilakupa(Programe),NULL,1,NULL,NULL,NULL,NULL,18475
20177,BRA,Asasuni,NULL,1,NULL,NULL,NULL,NULL,18476
20178,BRA,Brommarajpur,NULL,1,NULL,NULL,NULL,NULL,18476
20179,BRA,Budhata,NULL,1,NULL,NULL,NULL,NULL,18476
20180,BRA,"Debhata ",NULL,1,NULL,NULL,NULL,NULL,18476
20181,BRA,Kulia,NULL,1,NULL,NULL,NULL,NULL,18476
20182,BRA,Putimaribazar,NULL,1,NULL,NULL,NULL,NULL,18476
20183,BRA,Tuwardanga,NULL,1,NULL,NULL,NULL,NULL,18476
20184,BRA,Baroaria,NULL,1,NULL,NULL,NULL,NULL,18477
20185,BRA,Batiaghata,NULL,1,NULL,NULL,NULL,NULL,18477
20186,BRA,Dacope,NULL,1,NULL,NULL,NULL,NULL,18477
20187,BRA,Gowghara,NULL,1,NULL,NULL,NULL,NULL,18477
20188,BRA,Kaiyabazar,NULL,1,NULL,NULL,NULL,NULL,18477
20189,BRA,Nirala,NULL,1,NULL,NULL,NULL,NULL,18477
20190,BRA,Sonadanga,NULL,1,NULL,NULL,NULL,NULL,18477
20191,BRA,Tutpara,NULL,1,NULL,NULL,NULL,NULL,18477
20192,BRA,Baniakhali,NULL,1,NULL,NULL,NULL,NULL,18478
20193,BRA,Chuknagar,NULL,1,NULL,NULL,NULL,NULL,18478
20194,BRA,Dumuria,NULL,1,NULL,NULL,NULL,NULL,18478
20195,BRA,Dumuria Program,NULL,1,NULL,NULL,NULL,NULL,18478
20196,BRA,Kharnia,NULL,1,NULL,NULL,NULL,NULL,18478
20197,BRA,Shahpur,NULL,1,NULL,NULL,NULL,NULL,18478
20198,BRA,Shibnagar,NULL,1,NULL,NULL,NULL,NULL,18478
20199,BRA,Ulabazar,NULL,1,NULL,NULL,NULL,NULL,18478
20200,BRA,Amtali,NULL,1,NULL,NULL,NULL,NULL,18479
20201,BRA,Barakpur,NULL,1,NULL,NULL,NULL,NULL,18479
20202,BRA,Bezerdanga,NULL,1,NULL,NULL,NULL,NULL,18479
20203,BRA,Digholia,NULL,1,NULL,NULL,NULL,NULL,18479
20204,BRA,Fultala,NULL,1,NULL,NULL,NULL,NULL,18479
20205,BRA,Jamira Bazar,NULL,1,NULL,NULL,NULL,NULL,18479
20206,BRA,Kola Bazar,NULL,1,NULL,NULL,NULL,NULL,18479
20207,BRA,Mokampur,NULL,1,NULL,NULL,NULL,NULL,18479
20208,BRA,BLC Khulna,NULL,1,NULL,NULL,NULL,NULL,18480
20209,BRA,Boyra,NULL,1,NULL,NULL,NULL,NULL,18480
